date,time,x_edge_location,sc_bytes,c_ip,cs_method,cs_Host,cs_uri_stem,sc_status,cs_Referer,cs_User_Agent,cs_uri_query,cs_Cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end
2025-05-21,11:20:19,FRA56-P8,1100,162.158.202.140,GET,d8bnainxtot1t.cloudfront.net,/wp-admin/setup-config.php,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/135.0.0.0%20Safari/537.36",-,-,Error,5TQ5cyCO5n8orEE-vNt8OF7w36hfqzZbFhpqSPi2voju1WxbLJDkGw==,archivesnationales-ht.com,https,451,0.299,2a06:98c0:3600::103,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,18380,0.299,Error,text/html,727,-,-
2025-05-21,11:23:06,BCN50-P1,1250,123.245.85.26,GET,d8bnainxtot1t.cloudfront.net,/,200,-,Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20Chrome/120.0.0.0,-,-,Hit,K-oTOy2sH3ul5qds9ddLdH7isiMFeuSxS87Q_dOxXA2mwvsR-MAhZA==,archivesnationales-ht.com,https,229,0.025,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/1.1,-,-,18263,0.025,Hit,text/html,727,-,-
2025-05-21,11:23:07,BCN50-P1,1250,123.245.85.26,GET,d8bnainxtot1t.cloudfront.net,/,200,-,Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20Chrome/120.0.0.0,-,-,Hit,9_kYEhIBuN5XO2H_GM-ncCDrHMDCVeeswmty0hjOxbnQZ9Iry93lgg==,archivesnationales-ht.com,https,229,0.026,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/1.1,-,-,18263,0.026,Hit,text/html,727,-,-
2025-05-21,11:23:07,BCN50-P1,1250,123.245.85.26,GET,d8bnainxtot1t.cloudfront.net,/,200,-,Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20Chrome/120.0.0.0,-,-,Hit,tNfzT-Bm9jqFXIN68E_7aML8vFoznwj4oFSD_MioScvJvmG6Uq5k6Q==,archivesnationales-ht.com,https,229,0.000,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/1.1,-,-,18263,0.000,Hit,text/html,727,-,-
2025-05-21,11:23:08,SIN2-P3,4778,183.94.175.9,GET,d8bnainxtot1t.cloudfront.net,/favicon.ico,200,-,Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20Chrome/120.0.0.0,-,-,Miss,VNaRzv-9qumj830WUgrjOQnlTLHRfG8kPeJwjYUunO_QFqOECHKwxg==,archivesnationales-ht.com,https,240,0.810,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Miss,HTTP/1.1,-,-,15327,0.810,Miss,image/x-icon,4286,-,-
2025-05-21,11:24:15,SFO53-P4,1217,112.115.155.116,GET,d8bnainxtot1t.cloudfront.net,/aaabbbccc,200,-,Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20Chrome/120.0.0.0,-,-,Error,zou3irUqU5QqWUVD2DEF271c0mtMRUVf2Ja2GwZn9tXPvsll0p52xg==,archivesnationales-ht.com,https,238,0.516,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/1.1,-,-,64275,0.516,Error,text/html,727,-,-
2025-03-20,20:24:10,HEL50-C2,610,172.69.136.163,GET,d8bnainxtot1t.cloudfront.net,/wordpress/wp-admin/setup-config.php,301,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/133.0.0.0%20Safari/537.36",-,-,Redirect,wDJla7Vl43ikP7SMpkvvkkFdEhUnQTxTv6Nc7Rh1Q6Z-wMZXJaSvwA==,archivesnationales-ht.com,http,693,0.000,2a06:98c0:3600::103,-,-,Redirect,HTTP/1.1,-,-,11246,0.000,Redirect,text/html,167,-,-
2025-03-20,20:24:10,HEL50-C2,351,172.69.136.201,GET,d8bnainxtot1t.cloudfront.net,/wordpress/wp-admin/setup-config.php,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/133.0.0.0%20Safari/537.36",-,-,Error,Scb8e3Spp_4B7D4KOV76RA2ga4OuYlKwNrxv0DpsWZ6TX_PXLri9qw==,archivesnationales-ht.com,https,459,0.330,2a06:98c0:3600::103,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,49680,0.330,Error,application/xml,-,-,-
2025-03-20,20:24:38,AMS58-P2,352,172.71.95.106,GET,d8bnainxtot1t.cloudfront.net,/wordpress/wp-admin/setup-config.php,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/133.0.0.0%20Safari/537.36",-,-,Error,9pSXmYID6QQtwawbnDraahSXFQPgzrRNTZJi2GutGt8FbvGUGXCGIQ==,archivesnationales-ht.com,https,463,0.284,2a06:98c0:3600::103,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,11366,0.284,Error,application/xml,-,-,-
2025-03-21,12:00:10,FRA56-P8,351,172.71.164.85,GET,d8bnainxtot1t.cloudfront.net,/wp-admin/setup-config.php,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/133.0.0.0%20Safari/537.36",-,-,Error,B6aY0UiBdapD3N5_qI4zG0xypT_TAzFb8Rq7I6uUZhyE7zvN0k1VzA==,archivesnationales-ht.com,https,453,0.301,2a06:98c0:3600::103,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,51268,0.301,Error,application/xml,-,-,-
