date,time,x_edge_location,sc_bytes,c_ip,cs_method,cs_Host,cs_uri_stem,sc_status,cs_Referer,cs_User_Agent,cs_uri_query,cs_Cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end
2025-04-08,21:04:12,MIA3-C3,574,34.73.5.237,GET,d8bnainxtot1t.cloudfront.net,/,301,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Redirect,vlSwwYBv6GAtdgfw-k3WwCsBO7R1x2RHSZe_PgZU4rrWEzTPnyF_rg==,archivesnationales-ht.com,http,327,0.003,-,-,-,Redirect,HTTP/1.1,-,-,52451,0.003,Redirect,text/html,167,-,-
2025-04-08,21:04:12,MIA3-C3,1215,34.73.5.237,GET,d8bnainxtot1t.cloudfront.net,/,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Miss,VeXrSxNdd6jvwPOTXMhrGGd4Ijg5Aepq5QrnHA9d0ZwoTW8sht3isQ==,archivesnationales-ht.com,https,327,0.162,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,-,-,64105,0.162,Miss,text/html,727,-,-
2025-04-08,21:04:12,MIA3-C3,483,34.73.5.237,GET,d8bnainxtot1t.cloudfront.net,//wp-includes/wlwmanifest.xml,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Error,uGFyQPMhXxZfMPwRjGs7brXDOsretpzeYRPMQX9eGGrGNi7-CMlTow==,archivesnationales-ht.com,https,355,0.117,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,64105,0.117,Error,application/xml,-,-,-
2025-04-08,21:04:12,MIA3-C3,483,34.73.5.237,GET,d8bnainxtot1t.cloudfront.net,//xmlrpc.php,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",rsd,-,Error,PamQg07c_Ub4wlSlSh9iGck5ecNOp48sFyMbXLwkdXKDn6lWFwKg8g==,archivesnationales-ht.com,https,342,0.118,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,64105,0.118,Error,application/xml,-,-,-
2025-04-08,21:04:12,MIA3-C3,1215,34.73.5.237,GET,d8bnainxtot1t.cloudfront.net,/,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Miss,6KR1Esax_H82XWrG7PObljo7Ht3LrpgsIHBQbm3uTbJd30fe2mXQvQ==,archivesnationales-ht.com,https,327,0.132,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,-,-,64105,0.132,Miss,text/html,727,-,-
2025-04-08,21:04:12,MIA3-C3,483,34.73.5.237,GET,d8bnainxtot1t.cloudfront.net,//blog/wp-includes/wlwmanifest.xml,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Error,yj0_1W-n4TtqVEb4ORPW01uWzXLRNJpqUQ5Y86Q-r-0daJppRqAcng==,archivesnationales-ht.com,https,360,0.104,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,64105,0.104,Error,application/xml,-,-,-
2025-04-08,21:04:13,MIA3-C3,483,34.73.5.237,GET,d8bnainxtot1t.cloudfront.net,//web/wp-includes/wlwmanifest.xml,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Error,A7MExKIPokVDGxIhWCiA0I_GElX8ggVb35-Otbj9quVcMR5_1rntTQ==,archivesnationales-ht.com,https,359,0.103,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,64105,0.103,Error,application/xml,-,-,-
2025-04-08,21:04:13,MIA3-C3,483,34.73.5.237,GET,d8bnainxtot1t.cloudfront.net,//wordpress/wp-includes/wlwmanifest.xml,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Error,hCF695kQf8yC-oW5cs-H2dKNcUq0x36v43ZTlh-2iBK0TeMvG2zKZA==,archivesnationales-ht.com,https,365,0.109,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,64105,0.109,Error,application/xml,-,-,-
2025-04-08,21:04:13,MIA3-C3,483,34.73.5.237,GET,d8bnainxtot1t.cloudfront.net,//website/wp-includes/wlwmanifest.xml,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Error,X7tUG85ooVXNw8NACkP1lqC704BTKcqlJVeZQ0g6ZRtQVJyCIuSdng==,archivesnationales-ht.com,https,363,0.102,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,64105,0.102,Error,application/xml,-,-,-
2025-04-08,21:04:13,MIA3-C3,483,34.73.5.237,GET,d8bnainxtot1t.cloudfront.net,//wp/wp-includes/wlwmanifest.xml,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Error,0iFtv5wkoTfUxqt_bkb9ctKv3f2MGnb70H6os-rp6aVSqTjv8m_9gw==,archivesnationales-ht.com,https,358,0.119,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,64105,0.119,Error,application/xml,-,-,-
