date,time,x_edge_location,sc_bytes,c_ip,cs_method,cs_Host,cs_uri_stem,sc_status,cs_Referer,cs_User_Agent,cs_uri_query,cs_Cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end
2025-03-31,06:20:53,DEL51-P2,575,106.219.164.3,GET,d8bnainxtot1t.cloudfront.net,/,301,-,-,-,-,Redirect,GwTdSEiOomnRA82bScGl5WS5TVJ4v2We9tTh5g_5Uw__WPu4JwVx-g==,archivesnationales-ht.com,http,75,0.002,-,-,-,Redirect,HTTP/1.1,-,-,20733,0.002,Redirect,text/html,167,-,-
2025-03-31,06:20:53,DEL51-P2,1227,106.219.164.3,GET,d8bnainxtot1t.cloudfront.net,/,200,-,-,-,-,Hit,TuQnRg32xykMMvBNwAUWPoll04Hqqy3NQmP2TXwNnc7Xp4Z3YYPFsQ==,archivesnationales-ht.com,https,75,0.020,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,-,-,8974,0.020,Hit,text/html,727,-,-
2025-04-22,03:39:10,SOF50-P2,1244,217.156.123.106,GET,d8bnainxtot1t.cloudfront.net,/,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20WOW64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/98.0.4758.102%20Safari/537.36",-,-,Hit,8bpBMr0tUJ_st-blhjN8L3M9sCnqHctf1B9huyrOqhGAkPA3M0qXjQ==,archivesnationales-ht.com,https,240,0.050,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/1.1,-,-,55778,0.050,Hit,text/html,727,-,-
2025-04-14,10:47:02,CMH68-P3,1094,3.128.156.10,GET,d8bnainxtot1t.cloudfront.net,/,200,-,curl/8.3.0,-,-,RefreshHit,_6M7pD7qEY1-UdENrO7Ngp6hHgyUEWSLgt3QH1o2iRgZIZSdRDTs3w==,archivesnationales-ht.com,https,58,0.055,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,RefreshHit,HTTP/2.0,-,-,34936,0.055,RefreshHit,text/html,727,-,-
2025-04-14,10:47:02,CMH68-P3,575,3.128.156.10,GET,d8bnainxtot1t.cloudfront.net,/,301,-,curl/8.3.0,-,-,Redirect,p-tF9sgMmXJoRVkjp8I-jzUZyQBlPZhB82W-cq-GVpOSe7MNJ1FDdA==,archivesnationales-ht.com,http,120,0.002,-,-,-,Redirect,HTTP/1.1,-,-,40362,0.002,Redirect,text/html,167,-,-
2025-05-07,21:26:01,SIN2-P3,44495,183.134.59.131,GET,d8bnainxtot1t.cloudfront.net,/assets/index-QizpZID7.js,200,-,Dalvik/2.1.0%20(Linux;%20U;%20Android%209.0;%20ZTE%20BA520%20Build/MRA58K),-,-,Hit,Jjt21xeXJYEDjmHE36pOE9abW-d768L17TdL5cBXXY1fYXXOJHoSqg==,archivesnationales-ht.com,https,408,0.004,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,-,-,53757,0.003,Hit,application/javascript,-,-,-
2025-05-14,16:42:14,CMH68-P3,1096,3.16.155.252,GET,d8bnainxtot1t.cloudfront.net,/,200,-,curl/8.3.0,-,-,RefreshHit,JkRZAF7F5utwDWN1TIROyUZSY8drUEYpzfZeubLjIPL8UnbBLAmjEQ==,archivesnationales-ht.com,https,58,0.072,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,RefreshHit,HTTP/2.0,-,-,52358,0.072,RefreshHit,text/html,727,-,-
2025-05-14,16:42:14,CMH68-P3,575,3.16.155.252,GET,d8bnainxtot1t.cloudfront.net,/,301,-,curl/8.3.0,-,-,Redirect,uJMyFqe8OXfdShRfj6yA4VeGTMEo84O-U0FTZgYXmIXkX8oS9DU2sw==,archivesnationales-ht.com,http,120,0.005,-,-,-,Redirect,HTTP/1.1,-,-,38490,0.005,Redirect,text/html,167,-,-
2025-06-10,02:40:26,IAH50-C2,1216,73.76.80.102,GET,d8bnainxtot1t.cloudfront.net,/,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20arm64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/88.0.0.0%20Safari/537.36",-,-,Miss,bhR-vw0A_fqvRaM2cgrci9NwlE4uQJKlRe-MRwWdMZ5albDF-Xt_5g==,archivesnationales-ht.com,https,231,0.147,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,-,-,1876,0.147,Miss,text/html,727,-,-
2025-05-03,17:57:13,LHR3-P1,574,172.245.241.123,GET,d8bnainxtot1t.cloudfront.net,/,301,-,Mozilla/5.0,-,-,Redirect,Jkxp1oJcMNaEI1TyJUBDocrIXtgy3qPH1ae5_bpt279e0Wzh85J9ew==,archivesnationales-ht.com,http,112,0.002,-,-,-,Redirect,HTTP/1.1,-,-,56169,0.002,Redirect,text/html,167,-,-
2025-05-03,17:57:14,LHR3-P1,1249,172.245.241.123,GET,d8bnainxtot1t.cloudfront.net,/,200,http://archivesnationales-ht.com/,Mozilla/5.0,-,-,Hit,aF-KZHdw8Dc8aW28NvXkz3KXOegoielsqL-lC0Z1V2QIPxV1Le6q7g==,archivesnationales-ht.com,https,156,0.004,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/1.1,-,-,34114,0.003,Hit,text/html,727,-,-
2025-05-23,08:05:05,FRA56-P8,584,213.136.68.40,GET,d8bnainxtot1t.cloudfront.net,/.git/config,301,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/123.0.0.0%20Safari/537.36",-,-,Redirect,QkNtPKiIE6ynvc1cIiZYpcBx6U1rRy4eqwD6F3FIHbQjjn4pK2jZyg==,d8bnainxtot1t.cloudfront.net,http,209,0.000,-,-,-,Redirect,HTTP/1.1,-,-,42926,0.000,Redirect,text/html,167,-,-
2025-03-15,01:18:45,IAD55-P6,954,15.204.182.106,GET,d8bnainxtot1t.cloudfront.net,/,200,-,"Mozilla/5.0%20(X11;%20Linux%20x86_64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/127.0.6533.72%20Safari/537.36",-,-,Miss,ppq_UjCq56R8l2HdU7HNAVKztnCtI4Nz-nR3TnKgm8uPvEio3SBi8w==,archivesnationales-ht.com,https,206,0.078,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,-,-,7006,0.078,Miss,text/html,465,-,-
2025-03-19,22:01:53,JFK52-P3,1227,186.65.120.77,GET,d8bnainxtot1t.cloudfront.net,/,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/108.0.0.0%20Safari/537.36",-,-,Hit,ak53zgLIf5rkrkUXTg-D7Go0a6wnsZmQz-pRraA_8gKOCmin2KD9xA==,archivesnationales-ht.com,https,240,0.001,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/1.1,-,-,27864,0.001,Hit,text/html,727,-,-
