date,time,x_edge_location,sc_bytes,c_ip,cs_method,cs_Host,cs_uri_stem,sc_status,cs_Referer,cs_User_Agent,cs_uri_query,cs_Cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end
2025-03-18,22:48:56,HEL50-C2,600,172.68.10.122,GET,d8bnainxtot1t.cloudfront.net,/wp-admin/setup-config.php,301,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/133.0.0.0%20Safari/537.36",-,-,Redirect,01u9OtHQVDIHYi6uzhIrwha1lQb8Ekl2LHxeHmF89XIKPza-2kx2tg==,archivesnationales-ht.com,http,684,0.000,2a06:98c0:3600::103,-,-,Redirect,HTTP/1.1,-,-,53486,0.000,Redirect,text/html,167,-,-
2025-03-18,22:48:56,HEL50-C2,349,172.68.10.25,GET,d8bnainxtot1t.cloudfront.net,/wp-admin/setup-config.php,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/133.0.0.0%20Safari/537.36",-,-,Error,D9ZsYriRy0Im-upM1Xeyo-5s6uAuPJrglkCSOm7tPqAy7ph9U4ENDA==,archivesnationales-ht.com,https,453,0.369,2a06:98c0:3600::103,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,30932,0.369,Error,application/xml,-,-,-
2025-03-18,22:49:05,FRA56-P8,351,172.70.240.54,GET,d8bnainxtot1t.cloudfront.net,/wordpress/wp-admin/setup-config.php,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/133.0.0.0%20Safari/537.36",-,-,Error,_CrvSJdRKccmCY9IiF1EiksOlOO6CwnXeBI1l_esvSvohNVXGSDhAQ==,archivesnationales-ht.com,https,463,0.303,2a06:98c0:3600::103,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,36192,0.303,Error,application/xml,-,-,-
2025-03-18,22:50:53,FRA56-P8,349,162.158.87.17,GET,d8bnainxtot1t.cloudfront.net,/wp-admin/setup-config.php,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/133.0.0.0%20Safari/537.36",-,-,Error,ufJefpkHi9Aw0guin48ItMKA-vKf5g5FQw4sbExErmFi1NamemmkSQ==,archivesnationales-ht.com,https,456,0.301,2a06:98c0:3600::103,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,14072,0.301,Error,application/xml,-,-,-
2025-04-28,05:52:07,SFO53-P4,1245,43.159.136.201,GET,d8bnainxtot1t.cloudfront.net,/,200,http://archivesnationales-ht.com,"Mozilla/5.0%20(iPhone;%20CPU%20iPhone%20OS%2013_2_3%20like%20Mac%20OS%20X)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/13.0.3%20Mobile/15E148%20Safari/604.1",-,-,Hit,9orfGt8amDkUit1V1VYm4pQYOK_FoYUVGv-ZZ1oymwzbtprkHsjmYQ==,archivesnationales-ht.com,https,585,0.002,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/1.1,-,-,33476,0.002,Hit,text/html,727,-,-
2025-04-28,05:52:06,SFO53-P4,570,43.159.136.201,GET,d8bnainxtot1t.cloudfront.net,/,301,-,"Mozilla/5.0%20(iPhone;%20CPU%20iPhone%20OS%2013_2_3%20like%20Mac%20OS%20X)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/13.0.3%20Mobile/15E148%20Safari/604.1",-,-,Redirect,YqtoanJ5kXQ1fpqB5ZgSiag_HhkxVVU9TrqAqQSnr7-EArJhMxAuMg==,archivesnationales-ht.com,http,542,0.000,-,-,-,Redirect,HTTP/1.1,-,-,56082,0.000,Redirect,text/html,167,-,-
2025-04-28,05:55:05,LAX50-P4,570,49.7.227.204,GET,d8bnainxtot1t.cloudfront.net,/,301,-,"Mozilla/5.0%20(iPhone;%20CPU%20iPhone%20OS%2013_2_3%20like%20Mac%20OS%20X)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/13.0.3%20Mobile/15E148%20Safari/604.1",-,-,Redirect,WGeefo3b8Xf8H721EJYo51a2CPhPf_zuTNpQSZkZPyNJ_yTyzHrTng==,archivesnationales-ht.com,http,542,0.001,-,-,-,Redirect,HTTP/1.1,-,-,53444,0.001,Redirect,text/html,167,-,-
2025-04-28,05:55:06,AMS58-P2,1245,49.7.227.204,GET,d8bnainxtot1t.cloudfront.net,/,200,http://archivesnationales-ht.com,"Mozilla/5.0%20(iPhone;%20CPU%20iPhone%20OS%2013_2_3%20like%20Mac%20OS%20X)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/13.0.3%20Mobile/15E148%20Safari/604.1",-,-,Hit,yEZ2N0fYqv1rigu4SfzWlf7z56Xwa1sDtkzApjug0Z_VKvoDpBLOjA==,archivesnationales-ht.com,https,585,0.010,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/1.1,-,-,34630,0.010,Hit,text/html,727,-,-
2025-03-17,08:14:13,FRA56-P8,351,172.68.195.206,GET,d8bnainxtot1t.cloudfront.net,/wp-admin/setup-config.php,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/133.0.0.0%20Safari/537.36",-,-,Error,SMxWDM27VwnDOdB06E3363l0LtkLMnin9OvuRlzqpSX0wQUqoBWEhg==,archivesnationales-ht.com,https,451,0.298,2a06:98c0:3600::103,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,44574,0.298,Error,application/xml,-,-,-
2025-03-17,08:15:33,FRA56-P8,351,162.158.111.49,GET,d8bnainxtot1t.cloudfront.net,/wordpress/wp-admin/setup-config.php,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/133.0.0.0%20Safari/537.36",-,-,Error,-4lwUHFsuiwFyUOcCG_9Jg4CCjjQ_3tZUTWa90CQ0ZTLjwxs98EFUA==,archivesnationales-ht.com,https,459,0.313,2a06:98c0:3600::103,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,31522,0.312,Error,application/xml,-,-,-
