date,time,x_edge_location,sc_bytes,c_ip,cs_method,cs_Host,cs_uri_stem,sc_status,cs_Referer,cs_User_Agent,cs_uri_query,cs_Cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end
2025-03-24,22:00:14,WAW51-P1,351,162.158.172.241,GET,d8bnainxtot1t.cloudfront.net,/wp-admin/setup-config.php,403,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/133.0.0.0%20Safari/537.36",-,-,Error,7iEedUGYQyMr4cQRx-q3IvzbMvwVs2_bANsJhOjoqq3fDHIwkrzRfA==,archivesnationales-ht.com,https,450,0.318,2a06:98c0:3600::103,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/2.0,-,-,34068,0.318,Error,application/xml,-,-,-
2025-03-24,22:00:13,WAW51-P1,600,162.158.172.139,GET,d8bnainxtot1t.cloudfront.net,/wp-admin/setup-config.php,301,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/133.0.0.0%20Safari/537.36",-,-,Redirect,mLEycCzhst-S8QZThZPME_viRPX_Y5jX5eIuYBQIAL_lzD5Hz-yVxg==,archivesnationales-ht.com,http,680,0.000,2a06:98c0:3600::103,-,-,Redirect,HTTP/1.1,-,-,58040,0.000,Redirect,text/html,167,-,-
2025-04-17,22:45:47,FRA56-P8,570,119.96.24.54,GET,d8bnainxtot1t.cloudfront.net,/,301,-,"Mozilla/5.0%20(iPhone;%20CPU%20iPhone%20OS%2013_2_3%20like%20Mac%20OS%20X)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/13.0.3%20Mobile/15E148%20Safari/604.1",-,-,Redirect,lzi8fx03piq5tQHAUDvOKY5O4X2jPgIRihSHSFuiHR0x65Hft0hwLg==,archivesnationales-ht.com,http,542,0.002,-,-,-,Redirect,HTTP/1.1,-,-,42158,0.002,Redirect,text/html,167,-,-
2025-04-17,22:45:53,SIN2-P3,1221,119.96.24.54,GET,d8bnainxtot1t.cloudfront.net,/,200,http://archivesnationales-ht.com,"Mozilla/5.0%20(iPhone;%20CPU%20iPhone%20OS%2013_2_3%20like%20Mac%20OS%20X)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/13.0.3%20Mobile/15E148%20Safari/604.1",-,-,Hit,ZWzqHlnZchYvcEnU1YREynQRo5ohua1KC-9lHB61GKHzfBXUXvMnZg==,archivesnationales-ht.com,https,585,0.004,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/1.1,-,-,42378,0.004,Hit,text/html,727,-,-
2025-06-12,00:37:27,NRT20-P4,570,182.44.67.97,GET,d8bnainxtot1t.cloudfront.net,/,301,-,"Mozilla/5.0%20(iPhone;%20CPU%20iPhone%20OS%2013_2_3%20like%20Mac%20OS%20X)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/13.0.3%20Mobile/15E148%20Safari/604.1",-,-,Redirect,S9MOa3Rm_YS5hl0Bj7u4EMg0MAlG-Sd3TbD9UylGU4f5-7ibDvHz6A==,archivesnationales-ht.com,http,542,0.000,-,-,-,Redirect,HTTP/1.1,-,-,55287,0.000,Redirect,text/html,167,-,-
2025-06-12,00:37:33,FRA56-P8,1222,182.44.67.97,GET,d8bnainxtot1t.cloudfront.net,/,200,http://archivesnationales-ht.com,"Mozilla/5.0%20(iPhone;%20CPU%20iPhone%20OS%2013_2_3%20like%20Mac%20OS%20X)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/13.0.3%20Mobile/15E148%20Safari/604.1",-,-,Hit,UNpB0IxqBkDb95NMbiBpBUreD_fIN15l1qN0O_vvL8vyz5Y4T_VBtQ==,archivesnationales-ht.com,https,585,0.001,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/1.1,-,-,49693,0.001,Hit,text/html,727,-,-
2025-06-13,13:08:05,SFO53-P4,570,119.45.20.16,GET,d8bnainxtot1t.cloudfront.net,/,301,-,"Mozilla/5.0%20(iPhone;%20CPU%20iPhone%20OS%2013_2_3%20like%20Mac%20OS%20X)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/13.0.3%20Mobile/15E148%20Safari/604.1",-,-,Redirect,xf7x4rUX3cg0wobY95XRcUJb7FMVY-7YG_6SN91o-G1ebAtdPhdHkQ==,archivesnationales-ht.com,http,542,0.000,-,-,-,Redirect,HTTP/1.1,-,-,43592,0.000,Redirect,text/html,167,-,-
2025-06-13,13:08:09,SIN2-P3,1221,119.45.20.16,GET,d8bnainxtot1t.cloudfront.net,/,200,http://archivesnationales-ht.com,"Mozilla/5.0%20(iPhone;%20CPU%20iPhone%20OS%2013_2_3%20like%20Mac%20OS%20X)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/13.0.3%20Mobile/15E148%20Safari/604.1",-,-,Hit,_FpPV0bRCR6Q2BEr4yHmECeJtgxBvvpUrlnFUp50E2_fWR-yqcGPVg==,archivesnationales-ht.com,https,585,0.004,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Hit,HTTP/1.1,-,-,60886,0.004,Hit,text/html,727,-,-
2025-03-17,07:19:34,ATL59-P12,485,66.249.77.128,GET,d8bnainxtot1t.cloudfront.net,/documents/criminal-code-amendment-2023,403,-,"Mozilla/5.0%20(Linux;%20Android%206.0.1;%20Nexus%205X%20Build/MMB29P)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/133.0.6943.141%20Mobile%20Safari/537.36%20(compatible;%20Googlebot/2.1;%20+http://www.google.com/bot.html)",-,-,Error,gsYHnzE_0mZJvdrrpkYsn9DlVI7-5p9mb-DVufaf-AXgdd-jWLCZag==,archivesnationales-ht.com,https,541,0.086,-,TLSv1.3,TLS_AES_128_GCM_SHA256,Error,HTTP/1.1,-,-,51794,0.086,Error,application/xml,-,-,-
2025-03-26,19:26:47,SIN2-P3,569,36.41.75.167,GET,d8bnainxtot1t.cloudfront.net,/,301,-,"Mozilla/5.0%20(iPhone;%20CPU%20iPhone%20OS%2013_2_3%20like%20Mac%20OS%20X)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/13.0.3%20Mobile/15E148%20Safari/604.1",-,-,Redirect,nhq-hFynfTWyW1OEuZ5DjrFCCVZitk3BjnZwIc5ZFiFcJBdXy4ag6g==,archivesnationales-ht.com,http,542,0.000,-,-,-,Redirect,HTTP/1.1,-,-,46270,0.000,Redirect,text/html,167,-,-
