date,time,x_edge_location,sc_bytes,c_ip,cs_method,cs_Host,cs_uri_stem,sc_status,cs_Referer,cs_User_Agent,cs_uri_query,cs_Cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end
2025-04-11,21:37:22,SEA900-P3,1228,35.185.198.80,GET,d8bnainxtot1t.cloudfront.net,/,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Hit,XLI-aVGO6XGUJeYbk7U8Jj3UcCh0mupHpsYGZIRnO19lvYtyWUKSdA==,archivesnationales-ht.com,https,327,0.002,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,-,-,57854,0.002,Hit,text/html,727,-,-
2025-04-11,21:37:23,SEA900-P3,1230,35.185.198.80,GET,d8bnainxtot1t.cloudfront.net,//wp-includes/wlwmanifest.xml,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Error,CaEqLwvXQpJTmx7tXaLj2r8lBXDS98QksylS-OiAWbn1vLRMlEMXwA==,archivesnationales-ht.com,https,355,0.229,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,57854,0.229,Error,text/html,727,-,-
2025-04-11,21:37:23,SEA900-P3,1230,35.185.198.80,GET,d8bnainxtot1t.cloudfront.net,//xmlrpc.php,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",rsd,-,Error,BqasN8UCNxcJbvc8sfAGAyUOBX2wznznljtsn1LJ7eExXHP-aW7ChQ==,archivesnationales-ht.com,https,342,0.247,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,57854,0.247,Error,text/html,727,-,-
2025-04-11,21:37:23,SEA900-P3,1228,35.185.198.80,GET,d8bnainxtot1t.cloudfront.net,/,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Hit,qNfCaDVs-JowEAvySzof7iTqv9IygOx3uqpf7Xfz95k0Z1zayIUhbQ==,archivesnationales-ht.com,https,327,0.001,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,-,-,57854,0.001,Hit,text/html,727,-,-
2025-04-11,21:37:23,SEA900-P3,1230,35.185.198.80,GET,d8bnainxtot1t.cloudfront.net,//blog/wp-includes/wlwmanifest.xml,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Error,YZKeU23QG3W6vZzo7zestDGQjBvhW2xcRpsRE_oN7RaU3KneZlUzJA==,archivesnationales-ht.com,https,360,0.205,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,57854,0.205,Error,text/html,727,-,-
2025-04-11,21:37:23,SEA900-P3,1230,35.185.198.80,GET,d8bnainxtot1t.cloudfront.net,//web/wp-includes/wlwmanifest.xml,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Error,DrCpRgnqFv7M5Do01O8F7w_B864TDRHTDSSqGc31YBkVuLBUyGfqHg==,archivesnationales-ht.com,https,359,0.225,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,57854,0.225,Error,text/html,727,-,-
2025-04-11,21:37:24,SEA900-P3,1230,35.185.198.80,GET,d8bnainxtot1t.cloudfront.net,//wordpress/wp-includes/wlwmanifest.xml,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Error,Uu4ebxoJ3WQPQKhwYNJyytpnpsqALCcMAgFwRsmIb7z4R6G0OGTpOA==,archivesnationales-ht.com,https,365,0.222,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,57854,0.222,Error,text/html,727,-,-
2025-04-11,21:37:24,SEA900-P3,1230,35.185.198.80,GET,d8bnainxtot1t.cloudfront.net,//website/wp-includes/wlwmanifest.xml,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Error,ldfkHMS-M9jdHP9bVXaPqHw56awrLuIuSDHB5nptazazC7vAgHUqDA==,archivesnationales-ht.com,https,363,0.220,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,57854,0.220,Error,text/html,727,-,-
2025-04-11,21:37:24,SEA900-P3,1230,35.185.198.80,GET,d8bnainxtot1t.cloudfront.net,//wp/wp-includes/wlwmanifest.xml,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Error,THJAZd7lkL1Ma-QDpVv80Qpx88GSlMFoBwSrmr-1XJIaHkijx3gxQQ==,archivesnationales-ht.com,https,358,0.220,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,57854,0.220,Error,text/html,727,-,-
2025-04-11,21:37:24,SEA900-P3,1230,35.185.198.80,GET,d8bnainxtot1t.cloudfront.net,//news/wp-includes/wlwmanifest.xml,200,-,"Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/78.0.3904.108%20Safari/537.36",-,-,Error,93UnyK3Es2QWZYa-L0nnotzOrz1dt9C-arKTsvs08O5PxnejnIi6ng==,archivesnationales-ht.com,https,360,0.257,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,-,-,57854,0.257,Error,text/html,727,-,-
